id,text,createdAt,updatedAt,serverId,channelId,userId
1,123,"2016-09-24 22:45:31","2016-09-24 22:45:31",1,1,1
2,"message  :innocent: ","2016-09-24 22:45:51","2016-09-24 22:45:51",1,2,1
3,"llections of open source software. Create, manage, and work on some of today’s most influent","2016-09-25 12:57:21","2016-09-25 12:57:21",1,2,1
4,"Use GitHub to create a personal project, whether you want to experiment with a new programming language or host your life’s work.","2016-09-25 13:00:02","2016-09-25 13:00:02",1,2,1
5,"Businesses of all sizes use GitHub to support their development process and securely build software.  :thinking_face: ","2016-09-25 13:06:40","2016-09-25 13:06:40",1,2,1
6," hobbyists to professionals, GitHub helps developers simplify the way they build software.  :sunglasses:   :money_mouth_face: ","2016-09-25 13:08:46","2016-09-25 13:08:46",1,2,1
7,"GitHub fosters a fast,   :hugging_face: flexible, and collaborative development process that lets you work on your own or with others","2016-09-25 13:12:26","2016-09-25 13:12:26",1,2,1
8,"One platform, from start to finish  :+1: ","2016-09-25 13:13:05","2016-09-25 13:13:05",1,2,1
9,"Use GitHub to create a personal pr  :baby_chick: oject, whether you want to experiment with a new programming language or host your life’s work.   :expressionless: ","2016-09-25 13:13:32","2016-09-25 13:13:32",1,2,1
10,"hello people  :raised_hands: ","2016-09-25 13:14:59","2016-09-25 13:14:59",1,2,3
11,"what are you going to do?  :snowboarder: ","2016-09-25 13:19:00","2016-09-25 13:19:00",1,2,3
12," :timer_clock:  time ","2016-09-25 13:21:31","2016-09-25 13:21:31",1,2,3
13,"Millions of developers use GitHub to build personal projects, support their businesses, and work together on open source technologies.","2016-09-25 13:24:11","2016-09-25 13:24:11",1,2,2
14," :upside_down_face:  How people build software","2016-09-25 13:24:20","2016-09-25 13:24:20",1,2,2
15," :no_mouth:  :pear: ","2016-09-25 13:28:32","2016-09-25 13:28:32",1,2,2
16,"See what people are working on","2016-09-25 13:29:04","2016-09-25 13:29:04",1,2,3
17,"Learn how developers build software","2016-09-25 13:29:08","2016-09-25 13:29:08",1,2,3
18,"Share your work with the world","2016-09-25 13:29:12","2016-09-25 13:29:12",1,2,3
19,"Share your project so others can use it or to get feedback from the GitHub community.    :sunglasses: :earth_africa:  :earth_africa: :earth_africa: ","2016-09-25 13:29:41","2016-09-25 13:29:41",1,2,3
20,"There is a lot happening on GitHub. Here are a few ways to get started.","2016-09-25 13:29:52","2016-09-25 13:29:52",1,2,3
21,1,"2016-09-25 13:31:11","2016-09-25 13:31:11",1,2,2
22,2,"2016-09-25 13:31:13","2016-09-25 13:31:13",1,2,2
23,3,"2016-09-25 13:31:13","2016-09-25 13:31:13",1,2,2
24,4,"2016-09-25 13:31:14","2016-09-25 13:31:14",1,2,2
25,5,"2016-09-25 13:31:15","2016-09-25 13:31:15",1,2,2
26,6,"2016-09-25 13:31:16","2016-09-25 13:31:16",1,2,2
27,7,"2016-09-25 13:31:16","2016-09-25 13:31:16",1,2,2
28,8,"2016-09-25 13:31:17","2016-09-25 13:31:17",1,2,2
29,9,"2016-09-25 13:31:17","2016-09-25 13:31:17",1,2,2
30,0,"2016-09-25 13:31:19","2016-09-25 13:31:19",1,2,2
31,1,"2016-09-25 13:31:21","2016-09-25 13:31:21",1,2,2
32,2,"2016-09-25 13:31:22","2016-09-25 13:31:22",1,2,2
33,3,"2016-09-25 13:31:23","2016-09-25 13:31:23",1,2,2
34,4,"2016-09-25 13:31:24","2016-09-25 13:31:24",1,2,2
35,5,"2016-09-25 13:31:24","2016-09-25 13:31:24",1,2,2
36,6,"2016-09-25 13:31:25","2016-09-25 13:31:25",1,2,2
37,7,"2016-09-25 13:31:26","2016-09-25 13:31:26",1,2,2
38,8,"2016-09-25 13:31:26","2016-09-25 13:31:26",1,2,2
39,9,"2016-09-25 13:31:27","2016-09-25 13:31:27",1,2,2
40,1,"2016-09-25 13:31:30","2016-09-25 13:31:30",1,2,2
41,2,"2016-09-25 13:31:31","2016-09-25 13:31:31",1,2,2
42,3,"2016-09-25 13:31:32","2016-09-25 13:31:32",1,2,2
43,4,"2016-09-25 13:31:32","2016-09-25 13:31:32",1,2,2
44,5,"2016-09-25 13:31:33","2016-09-25 13:31:33",1,2,2
45,6,"2016-09-25 13:31:34","2016-09-25 13:31:34",1,2,2
46,7,"2016-09-25 13:31:35","2016-09-25 13:31:35",1,2,2
47,8,"2016-09-25 13:31:36","2016-09-25 13:31:36",1,2,2
48,9,"2016-09-25 13:31:37","2016-09-25 13:31:37",1,2,2
49,0,"2016-09-25 13:31:38","2016-09-25 13:31:38",1,2,2
50,30------,"2016-09-25 13:32:23","2016-09-25 13:32:23",1,2,2
51,1,"2016-09-25 13:32:52","2016-09-25 13:32:52",1,2,3
52,2,"2016-09-25 13:32:53","2016-09-25 13:32:53",1,2,3
53,3,"2016-09-25 13:32:54","2016-09-25 13:32:54",1,2,3
54,4,"2016-09-25 13:32:55","2016-09-25 13:32:55",1,2,3
55,5,"2016-09-25 13:32:55","2016-09-25 13:32:55",1,2,3
56,6,"2016-09-25 13:32:56","2016-09-25 13:32:56",1,2,3
57,7,"2016-09-25 13:32:57","2016-09-25 13:32:57",1,2,3
58,8,"2016-09-25 13:32:58","2016-09-25 13:32:58",1,2,3
59,9,"2016-09-25 13:32:59","2016-09-25 13:32:59",1,2,3
60,0,"2016-09-25 13:33:00","2016-09-25 13:33:00",1,2,3
61,41,"2016-09-25 13:33:40","2016-09-25 13:33:40",1,2,3
62,42,"2016-09-25 13:33:42","2016-09-25 13:33:42",1,2,3
63,43,"2016-09-25 13:33:44","2016-09-25 13:33:44",1,2,3
64,44,"2016-09-25 13:33:45","2016-09-25 13:33:45",1,2,3
65,45,"2016-09-25 13:33:46","2016-09-25 13:33:46",1,2,3
66,46,"2016-09-25 13:33:48","2016-09-25 13:33:48",1,2,3
67,47,"2016-09-25 13:33:49","2016-09-25 13:33:49",1,2,3
68,провека,"2016-09-25 14:27:57","2016-09-25 14:27:57",1,2,2
69," :face_with_rolling_eyes: ","2016-09-25 14:28:07","2016-09-25 14:28:07",1,2,2
